,country,volume,cases,deaths,index,nn-score_avg,textblob-score_avg,vader-score_avg,native-score_avg
878,Northern Ireland,11,0,896,0,0.19444444444444442,0.07698512906846237,0.025825,0.27777777777777773
879,Wales,67,0,1104,0,0.0814285714285714,0.029473976602101576,-0.006764571428571389,0.0857142857142857
880,England,465,259,17883,0,0.10912517324572658,0.06482208239564663,0.07787338141659067,0.3423006004206597
881,Scotland,110,30,1122,0,-0.1770717115369068,0.04438250060882246,-0.07552768776780659,-0.03925943891988035
882,Northern Ireland,15,0,727,0,0.11111111111111112,0.10539224712401796,0.006549305555555547,0.4305555555555555
883,Wales,67,0,1158,0,0.43995098039215685,0.009521952416541121,0.09713430147058824,0.5055147058823529
884,England,566,262,19629,0,0.13738578356080777,0.0724165853623902,0.04461083101003379,0.2810982758721386
885,Scotland,109,16,1327,0,0.10323051029332861,0.01444342095710069,-0.007417304823642682,0.20700696021578874
886,Northern Ireland,16,0,722,0,0.0,0.09850584215167546,-0.003416666666666656,0.2777777777777778
887,Wales,61,0,1207,0,0.20833333333333334,-0.027781495009620006,-0.2220176666666666,0.003333333333333327
888,England,586,273,21245,0,0.1364979563600584,0.0549237520750431,-0.015823430208215333,0.29497285658556427
889,Scotland,126,28,1202,0,-0.08247311827956989,0.019053187264590994,-0.019465462365591386,0.042150537634408604
890,Northern Ireland,10,0,840,0,0.3833333333333333,0.13196401515151515,0.2530075,0.39999999999999997
891,Wales,73,0,1414,0,0.04166666666666666,-0.02197113849872641,-0.20317873397435893,0.3407051282051282
892,England,571,292,19740,0,0.03694677766185528,0.06963449635688569,-0.049704782382513385,0.21096232435339973
893,Scotland,137,27,1128,0,0.2011502117953731,0.03551065631371512,-0.0185897825024438,0.27790159661127406
894,Northern Ireland,11,0,822,0,-0.2333333333333334,-0.02921753246753248,-0.2792427777777778,-0.2333333333333334
895,Wales,79,0,1375,0,-0.00857843137254901,0.020341068383635027,-0.01820318627450975,0.18259803921568624
896,England,490,330,20821,0,0.12018715958148647,0.051349665652812765,0.027574592903321718,0.36816535204700745
897,Scotland,110,35,1281,0,0.03155482510321221,0.05280520988355379,-0.02671097078548689,0.28538916280851767
898,Northern Ireland,12,0,566,0,0.125,0.15916521990740742,0.015100000000000002,0.0
899,Wales,67,0,1737,0,-0.09755291005291006,0.16287143717265246,0.19652875330687836,-0.016865079365079375
900,England,893,324,18864,0,-0.07940989796846452,0.057025641190973614,-0.0711854872712745,0.26173398433940115
901,Scotland,142,25,1101,0,0.21984639016897078,0.061067158509977244,0.09034097695852535,0.3360573476702509
902,Northern Ireland,13,0,649,0,-0.02777777777777779,0.17986386684303346,-0.024691666666666678,0.05555555555555556
903,Wales,92,0,1301,0,-0.23916666666666664,0.030864268401489377,0.03177383333333334,0.10333333333333333
904,England,730,323,20602,0,-0.002844767830725797,0.05420693446213253,-0.04596522033395997,0.2326699088614004
905,Scotland,90,34,1148,0,0.01551459293394777,0.02818834268596652,-0.08765770353302611,0.21966205837173575
906,Northern Ireland,6,0,685,0,0.16666666666666666,0.15381944444444443,-0.1717,0.0
907,Wales,69,0,819,0,0.012674825174825183,0.04443791343205403,-0.07773015005827505,-0.12164918414918414
908,England,635,322,15860,0,0.07710695869786778,0.039248165772526294,-0.04852393948422459,0.2759609966018283
909,Scotland,125,28,951,0,0.04376763021924312,-0.00615630864082504,-0.07592236796536796,0.07333333333333333
910,Northern Ireland,11,0,493,0,-0.18055555555555555,0.03174603174603174,-0.10257916666666668,-0.125
911,Wales,63,0,1646,0,0.08499999999999999,0.023199770021645003,-0.18671050000000006,0.12
912,England,605,341,17330,0,0.12264495846744299,0.0726515430166564,-0.057637339826734295,0.2423712312222102
913,Scotland,128,34,999,0,0.2134220106570337,0.08176825452349776,0.1456245886857638,0.2248442801438193
914,Northern Ireland,14,0,570,0,0.3523809523809524,0.03597880591630587,0.07012761904761901,0.2238095238095238
915,Wales,65,0,1119,0,-0.022435897435897453,0.089288217930796,-0.042208894230769206,0.23237179487179488
916,England,503,319,21863,0,0.23967391229300947,0.11898045200029882,0.09116220610327773,0.33687315966284137
917,Scotland,117,19,1433,0,0.12904761904761905,0.0765905419955535,0.06103700460829492,0.27147465437788015
918,Northern Ireland,10,0,679,0,-0.1444444444444444,-0.009808501683501678,-0.19016777777777774,-0.01111111111111109
919,Wales,68,0,1202,0,0.13137254901960782,0.020523390349230314,-0.047113799019607855,0.3174019607843137
920,England,441,368,21137,0,0.05221310255401165,0.07644736048093716,-0.023873984506654976,0.1300530277803005
921,Scotland,95,40,1216,0,0.11201715384857945,0.10146886685728401,0.16489974647620845,0.18073660643899978
922,Northern Ireland,4,0,516,0,0.3888888888888889,0.13300264550264554,0.21606666666666666,0.5
923,Wales,69,0,1272,0,-0.27166666666666667,0.1092015106170835,-0.126844875,0.029166666666666674
924,England,506,375,20268,0,0.10271746625763843,0.06669408873449809,0.04408935458953606,0.28580837568153333
925,Scotland,63,26,1072,0,0.2049245504653474,0.0934677536703831,0.07093208141321045,0.317601879461462
926,Northern Ireland,9,0,595,0,0.3333333333333333,0.17537037037037032,0.08981944444444445,0.4444444444444444
927,Wales,65,0,1352,0,0.16666666666666666,0.12557911927397225,0.2079623774509804,0.04166666666666666
928,England,489,393,21875,0,0.0671314826174941,0.05081255084738026,-0.018519986576581007,0.16242689460228912
929,Scotland,88,37,1596,0,0.02742247698974685,-0.014571861596432147,-0.053342640465575165,0.05342624854819976
930,Northern Ireland,6,0,528,0,0.0,-0.03371362433862434,-0.1053277777777778,0.3333333333333333
931,Wales,56,0,958,0,0.145,-0.06036862035533913,0.014959,0.28
932,England,478,393,18293,0,0.03585780467846094,0.024342999335249405,2.9272737348961253e-05,0.32420472235034287
933,Scotland,62,35,1115,0,-0.02752688172043011,0.014674417077844488,0.025563091397849468,0.053691756272401435
934,Northern Ireland,6,0,420,0,0.0,0.09578968253968255,0.012425,0.8333333333333334
935,Wales,64,0,744,0,0.34620098039215685,0.024245390798891073,0.15627438725490195,0.4957107843137255
936,England,588,474,19036,0,0.13581732237819397,0.09831599913864082,0.10329566843106931,0.3257523659340496
937,Scotland,109,40,912,0,0.1692101782833831,0.02417658594855999,0.05382490109070328,0.09664678342397308
938,Northern Ireland,15,0,471,0,-0.2809523809523809,0.15381673881673877,0.20065809523809527,0.2476190476190476
939,Wales,58,0,931,0,0.5885416666666666,0.060162534008237116,-0.20187838541666664,-0.5260416666666666
940,England,538,366,18622,0,0.23195005974417737,0.07377549139885516,0.032030360632534435,0.2887555908144143
941,Scotland,119,34,832,0,0.021552507942653874,0.08425414390220988,0.2105899230856101,0.3225908435634254
942,Northern Ireland,12,0,514,0,0.16666666666666666,0.1262924382716049,0.037702777777777766,0.27777777777777773
943,Wales,57,0,444,0,-0.23076923076923078,0.009890095075641921,-0.23878581730769233,0.40865384615384615
944,England,474,370,19970,0,0.06774525419106238,0.07069886788206084,0.019001265200353362,0.23800745933677075
945,Scotland,84,36,1261,0,0.022771333227395506,0.04711527973576743,-0.02367682716245564,0.09304253403252291
946,Northern Ireland,15,0,791,0,-0.20833333333333334,0.20199903254125717,-0.18007916666666668,0.4583333333333333
947,Wales,60,0,928,0,-0.051428571428571435,0.016966387944066488,-0.2618010357142857,-0.010714285714285704
948,England,679,408,30843,0,0.2553380350070073,0.0733673989263711,-0.03900445193878913,0.334220943563829
949,Scotland,146,32,1212,0,0.046479774705581164,0.03134968409268236,-0.03451190578597031,0.27598054275473627
950,Northern Ireland,16,0,548,0,0.5158730158730159,0.03584041413282484,-0.3183988095238095,-0.007936507936507964
951,Wales,60,0,867,0,0.27314814814814814,0.2528900428367194,0.30450416666666663,0.5185185185185185
952,England,590,403,24540,0,0.23594282964127078,0.0775954821132624,0.041968754406240254,0.3349342121143572
953,Scotland,127,37,1357,0,0.08448191593352884,0.05425296300058244,0.013290182062561098,0.13250244379276638
954,Northern Ireland,13,0,607,0,-0.3333333333333333,-0.010666666666666666,-0.00976458333333329,0.08333333333333333
955,Wales,63,0,797,0,-0.05918367346938777,0.10611582065185379,-0.03462173469387757,0.07704081632653059
956,England,511,424,24298,0,0.12480191903424606,0.054917709725845636,-0.010971205416834395,0.2899379955964436
957,Scotland,81,40,1118,0,0.04178187403993856,-0.002845329945272348,-0.0418676728110599,0.13625192012288787
958,Northern Ireland,9,0,511,0,0.4166666666666667,0.01481521564854899,-0.17337499999999997,0.16666666666666666
959,Wales,63,0,933,0,0.17666666666666667,0.028830365410052905,0.03927608333333332,0.7116666666666667
960,England,465,432,21998,0,0.05187245752521786,0.05019924916263044,0.01597124113666824,0.2692593395889096
961,Scotland,74,34,1159,0,-0.1289210233592881,0.024419161791871917,-0.04710602428624397,0.024453096032628845
962,Northern Ireland,6,0,472,0,0.11111111111111112,0.045041185666185625,0.18263888888888888,0.2222222222222222
963,Wales,64,0,1333,0,-0.02941176470588236,0.01598540046016301,-0.28793621323529406,-0.1642156862745098
964,England,581,405,19423,0,0.025435046404367678,0.1027822595751139,0.05306077317346048,0.30485655925522476
965,Scotland,108,33,717,0,0.02847075445911244,0.0208657103343076,-0.03579985899849471,0.1544683521399505
966,Northern Ireland,11,0,331,0,0.3333333333333333,0.04229903198653198,0.22405277777777774,0.7222222222222222
967,Wales,62,0,892,0,-0.2708333333333333,-0.0076683729299800475,-0.23739366666666661,-0.335
968,England,593,437,17549,0,0.07859134611999789,0.09448813335625651,-0.009698446001666144,0.23191552371645632
969,Scotland,164,36,1248,0,0.07369175627240143,0.07494996821499315,0.04006676318484384,0.21820276497695854
970,Northern Ireland,10,0,549,0,0.23809523809523805,0.2612820165945166,-0.07854761904761905,0.23809523809523805
971,Wales,62,0,705,0,0.011904761904761883,0.10495355178056069,0.056482619047619066,0.12023809523809521
972,England,597,506,17189,0,0.0447200662444923,0.06356709970201259,-0.014501340312044036,0.3367243569960566
973,Scotland,123,24,1264,0,0.0994456688706338,0.0255918421557071,0.012414975956722103,0.17988379082348227
974,Northern Ireland,13,0,518,0,0.0,0.12010398295120515,-0.1726944444444444,0.16666666666666666
975,Wales,58,0,638,0,-0.355,0.08261719088203462,-0.06104674999999997,0.030000000000000013
976,England,525,449,20291,0,0.09297910055362085,0.08910367349161123,0.01111006248905776,0.21651938704971982
977,Scotland,117,26,1089,0,-0.11221395092362835,0.027664649048028584,-0.012495666184174234,0.11886545354287291
978,Northern Ireland,16,0,487,0,0.08730158730158728,0.05995968280690498,0.16824285714285714,0.38095238095238093
979,Wales,62,0,1048,0,0.05499999999999999,0.0237412337662338,0.12971041666666663,0.17333333333333334
980,England,437,464,17845,0,0.17985639455580804,0.07497851319512844,0.03699919272109449,0.320163589533091
981,Scotland,99,29,1018,0,-0.04726200855233113,0.025147251697654922,0.1238535276290115,0.13834433511852867
982,Northern Ireland,8,0,369,0,0.3333333333333333,0.04984217171717168,-0.12389166666666668,0.3333333333333333
983,Wales,62,0,1020,0,0.21666666666666667,0.015251595756673848,0.011892750000000007,0.22833333333333333
984,England,460,466,17615,0,0.0430119822255678,0.07650674862898803,0.02631609899412223,0.30261662379153415
985,Scotland,108,33,887,0,0.11945084485407068,0.05287603038087944,0.020130524193548386,0.25005760368663593
986,Northern Ireland,3,0,357,0,-0.3333333333333333,0.029340277777777767,0.1879666666666667,0.6666666666666666
987,Wales,61,0,1016,0,0.14215686274509803,0.037496824878303824,0.18114620098039214,0.2769607843137255
988,England,471,479,16668,0,-0.006751063264221147,0.035124522068803184,-0.07126930199296316,0.4223223231446916
989,Scotland,95,36,844,0,0.024737810815909297,0.030484149224784828,0.038323038042286775,0.13805911174332228
990,Northern Ireland,7,0,342,0,0.22222222222222224,-0.012147882981216301,0.04298888888888886,0.3333333333333333
991,Wales,59,0,808,0,-0.235,-0.19613737824675329,-0.04913412499999997,-0.1875
992,England,559,471,13329,0,0.1921155148528139,0.12086381817351186,0.012960154624563725,0.3454323188449522
993,Scotland,119,31,949,0,-0.03503511379199814,0.07205862545545912,0.07270674563627358,0.11948888306087363
994,Northern Ireland,15,0,280,0,-0.05555555555555555,0.1503208245372597,0.2620101851851852,0.018518518518518517
995,Wales,64,0,892,0,0.3480392156862745,0.17903483031470163,0.2714328431372549,0.14705882352941177
996,England,530,470,9854,0,0.10912549078811756,0.08677700333792163,0.08328034727837734,0.24214703563178072
997,Scotland,101,30,771,0,0.11049801924165252,0.13024565390700993,0.11446866864742501,0.189586870401811
998,Northern Ireland,7,0,79,0,0.43333333333333335,0.04191005291005292,0.12785999999999997,0.3666666666666667
999,Wales,67,0,595,0,-0.036666666666666646,0.18183093434343428,0.20544933333333334,0.31833333333333336
1000,England,531,509,15893,0,0.16899310619564628,0.07967435746024758,0.01006582800334322,0.40936732682053534
1001,Scotland,123,32,880,0,0.2779569892473118,0.06897526700698745,0.019277166666666668,0.1921505376344086
1002,Northern Ireland,10,0,533,0,-0.5238095238095238,0.017146164021164,-0.09647380952380953,-0.047619047619047616
1003,Wales,64,0,907,0,0.37916666666666665,0.13779322709986772,0.17864049999999998,0.36416666666666664
1004,England,506,448,14637,0,0.08584477170003485,0.06688949757828823,-0.01795902377694962,0.26441576521121973
1005,Scotland,105,23,1225,0,-0.04084017898884659,0.04264669561897322,-0.017173808755760366,0.10751686368797168
1006,Northern Ireland,6,0,442,0,0.2222222222222222,0.08105709876543206,-0.14255,-0.3333333333333333
1007,Wales,62,0,1251,0,0.275,0.14249706699550446,-0.006808916666666609,0.48333333333333334
1008,England,466,437,13557,0,0.11446343115460761,0.1128143981898185,0.04553140322470101,0.3417019817755112
1009,Scotland,92,24,969,0,0.1495495273358245,0.037086547749361785,0.07994348218795339,0.2808293871878953
1010,Northern Ireland,12,0,391,0,0.16666666666666666,0.03971761263427928,-0.0719958333333333,0.08333333333333333
1011,Wales,62,0,1105,0,0.2426470588235294,0.0540322142114421,0.12663529411764707,0.2818627450980392
1012,England,425,462,13323,0,0.1539670868347339,0.08137483177773139,-0.006809017888973767,0.2774216959511077
1013,Scotland,76,41,788,0,-0.05260580155390814,0.05137584005493463,0.07237711436140606,0.06764398138872191
1014,Northern Ireland,15,0,315,0,-0.09999999999999999,0.06987499999999998,0.10894,0.6
1015,Wales,58,0,1445,0,0.06372549019607843,0.09432818792500164,0.045030759803921565,0.34068627450980393
1016,England,431,471,10054,0,0.11209826401619508,0.06000930013501052,-0.03494342952453832,0.25228940857335697
1017,Scotland,115,28,746,0,-0.007545614626653174,0.011052187564327983,-0.11528996403282003,0.05891873665280431
1018,Northern Ireland,7,0,351,0,-0.13333333333333333,0.0200595238095238,0.1876533333333333,0.5333333333333333
1019,Wales,56,0,1004,0,-0.4681372549019608,0.10417562795320146,-0.23074558823529412,-0.2034313725490196
1020,England,558,460,10869,0,0.013816732159812694,0.08261446868364318,0.0584028176128341,0.25639813571407577
1021,Scotland,90,32,369,0,0.23308197179164922,0.14402440645352554,0.13126342270632593,0.26156961318251637
1022,Northern Ireland,52,0,290,0,0.39999999999999997,-0.006786784511784531,-0.23958000000000002,0.36000000000000004
1023,Wales,70,0,802,0,0.21765498652291104,0.02808573888523035,-0.08017282681940696,0.45451482479784366
1024,England,546,437,11618,0,0.05475938234929358,0.08158127914546502,0.03217938811314174,0.2682318862195751
1025,Scotland,107,27,754,0,0.09819803852061916,0.0761886086210683,0.03685240133522391,0.31250147701760606
1026,Northern Ireland,14,0,391,0,0.014285714285714263,0.07175144300144298,0.13462738095238094,0.3142857142857143
1027,Wales,65,0,667,0,0.0071078431372549045,0.09313221777031516,0.05480660539215688,0.32254901960784316
1028,England,597,426,13323,0,0.16133872884973377,0.10309607053120794,0.11919137782950479,0.15903838655330438
1029,Scotland,142,20,951,0,0.1654960110995491,0.11726195084110015,0.16572227752589072,0.2070767058123978
1030,Northern Ireland,20,0,416,0,0.373015873015873,0.11735252241328627,0.28288690476190476,0.42857142857142855
1031,Wales,60,0,1480,0,0.44666666666666666,0.08178343394886357,0.05307708333333335,0.48333333333333334
1032,England,368,499,11992,0,0.12591827364554636,0.10523805994895707,0.013387123253640294,0.22511306244260787
1033,Scotland,105,36,958,0,0.11455619842716616,0.03106213812262199,0.007739735101670583,0.11201817653430554
1034,Northern Ireland,5,0,456,0,-0.3333333333333333,0.06138888888888883,-0.10386666666666661,0.0
1035,Wales,67,0,1473,0,0.27,0.14920900372775373,0.10530616666666665,0.37999999999999995
1036,England,434,491,13412,0,0.164274568024568,0.09643813205266763,0.027135337703962703,0.2520934620934621
1037,Scotland,98,28,966,0,0.0887955182072829,0.10012409359974439,0.12543461100569261,0.2441492726122707
1038,Northern Ireland,9,0,449,0,-0.10000000000000002,0.1925707070707071,0.19854666666666668,0.3666666666666667
1039,Wales,60,0,1471,0,0.52,0.010009029093013462,-0.024185535714285722,0.5700000000000001
1040,England,387,430,12666,0,0.10575277721580907,0.08022078220558011,0.07262997415304605,0.2925471730470568
1041,Scotland,80,19,777,0,0.020023493268275044,0.022275277514883438,-0.04916090059410862,0.10494375169422608
1042,Northern Ireland,6,0,451,0,0.27777777777777773,0.18057309203142535,0.33696944444444443,0.27777777777777773
1043,Wales,60,0,1645,0,0.015000000000000013,0.1482613884379509,0.009809749999999992,-0.1625
1044,England,445,437,14294,0,0.24017691146937972,0.09785876194515236,0.012887797334239622,0.22042233779360745
1045,Scotland,88,29,643,0,0.29897593445980547,0.010175068599566624,-0.03995227854582693,0.25248335893497187
1046,Northern Ireland,8,0,419,0,0.27777777777777773,0.13971801346801346,0.2571222222222222,0.16666666666666663
1047,Wales,54,0,1916,0,0.19791666666666666,0.10017193921839564,0.1564359375,0.15625
1048,England,444,458,11623,0,0.025339944642270226,0.08752258661702204,0.06418598516262179,0.24116682552729063
1049,Scotland,101,29,677,0,-0.015384615384615384,0.060098238687172366,-0.02342450813344361,0.13428177557209814
1050,Northern Ireland,7,0,397,0,0.26666666666666666,0.11253787878787881,0.17054666666666665,0.19999999999999998
1051,Wales,65,0,2021,0,0.08000000000000002,0.0898726421196473,0.021060833333333334,0.10666666666666666
1052,England,586,471,10459,0,0.23272038315383287,0.07704647324895876,0.07021269231536707,0.29013871568992067
1053,Scotland,139,28,692,0,-0.0976716470422214,0.04690476148838985,-0.061714950263750415,0.22165571673832882
1054,Northern Ireland,12,0,351,0,0.7380952380952381,0.060932239057239046,0.30176309523809525,0.6190476190476191
1055,Wales,76,0,780,0,0.10719672484378365,0.12697655819988735,0.003223089043309613,0.16707067442361556
1056,England,404,460,12960,0,0.08140152159502005,0.07473449315936963,0.004777665853839998,0.11172256536033624
1057,Scotland,91,23,897,0,0.06021505376344087,0.043509849357631615,0.055133279569892474,0.1774193548387097
1058,Northern Ireland,11,0,483,0,-0.3222222222222222,0.1405850168350168,0.39677000000000007,0.41111111111111115
1059,Wales,61,0,2238,0,0.1519047619047619,0.06695344870902903,0.0730452380952381,0.2202380952380952
1060,England,475,479,17622,0,-0.05939800873130332,0.08657330934802644,0.03437525481113929,0.20331797771579216
1061,Scotland,120,23,933,0,0.17158218125960065,0.04934037790539805,0.12985917434715818,0.2052227342549923
1062,Northern Ireland,9,0,441,0,0.31111111111111106,0.04127314814814812,0.025132222222222226,0.5333333333333333
1063,Wales,57,0,1968,0,0.2073529411764706,0.04963099054857631,-0.0510421078431372,0.2073529411764706
1064,England,434,501,17899,0,0.12736602535751143,0.1233899296887707,0.12201603389466924,0.2682123702750638
1065,Scotland,88,20,1001,0,0.1457134618582875,0.048047548077954506,0.043850557735127554,0.02250323346386836
1066,Northern Ireland,5,0,538,0,-0.16666666666666666,0.006250000000000001,0.10503333333333331,0.16666666666666666
1067,Wales,60,0,2234,0,0.11000000000000001,0.04609853522083745,-0.0261685,0.17500000000000002
1068,England,446,483,17468,0,0.046266419280879795,0.09666596448676712,0.0485361252774694,0.2472223169859432
1069,Scotland,65,23,1064,0,0.1692780337941628,0.020987016381169597,0.06111333333333334,0.2151305683563748
1070,Northern Ireland,8,0,476,0,0.3611111111111111,-0.0012731481481481483,-0.06309166666666667,0.3611111111111111
1071,Wales,61,0,2494,0,0.002450980392156868,0.049249963453394795,0.05804574142156864,-0.07169117647058823
1072,England,384,464,17164,0,0.11844524076610013,0.10387835204175298,0.07797572930649596,0.36118206182515117
1073,Scotland,79,26,800,0,0.2205837173579109,0.03654822390018241,0.09262540706605223,0.329800307219662
1074,Northern Ireland,7,0,483,0,-0.27777777777777773,-0.021224747474747483,-0.11653333333333334,-0.2222222222222222
1075,Wales,67,0,0,0,0.2451923076923077,0.17860858172911745,0.3648283653846154,0.6490384615384616
1076,England,552,515,17882,0,0.09515716835466054,0.05668439821930622,-0.032199560216660726,0.22117556936914304
1077,Scotland,126,31,734,0,-0.016483682324089796,0.019009626635371,-0.0020480963025844173,0.10397283531409168
1078,Northern Ireland,10,0,419,0,0.3888888888888889,0.10661127645502648,-0.13034444444444446,0.4444444444444444
1079,Wales,70,0,1228,0,0.244047619047619,0.07801861730066603,0.06405119047619046,-0.07002801120448177
1080,England,586,483,16504,0,-0.010753903339839554,0.05578495754545033,-0.03110854501918169,0.2594733792154418
1081,Scotland,122,32,845,0,0.16520310633213858,0.061862024713272505,-0.01412010496671786,0.07752176139272915
1082,Northern Ireland,14,0,486,0,0.31111111111111106,0.06982954545454546,-0.017526666666666635,0.5333333333333333
1083,Wales,69,0,615,0,-0.043910256410256435,0.0003467496561804645,-0.21333738782051276,-0.0868589743589744
1084,England,580,456,23432,0,0.0011992809143350012,0.06600800534870198,-0.035699929189932214,0.22518987455220507
1085,Scotland,112,31,689,0,0.3391691826897611,0.05914509775931226,-0.021821797599184296,0.36894764023518195
1086,Northern Ireland,9,0,510,0,-0.4444444444444444,0.08679012345679012,-0.004202777777777787,-0.16666666666666666
1087,Wales,85,0,530,0,-0.1086007130124777,0.014910300373305848,-0.11153867424242418,-0.32442067736185387
1088,England,581,558,22401,0,0.05480896622851064,0.06286269973521147,-0.03473129054471577,0.1675469172322719
1089,Scotland,84,36,858,0,0.03893481597466417,0.039738671571454144,0.05778194402055882,0.13833636319404818
1090,Northern Ireland,13,0,656,0,-0.16666666666666666,0.023505307706696597,-0.13779444444444439,0.13888888888888887
1091,Wales,66,0,11468,0,0.5024509803921569,0.07038526080939528,-0.07217253676470586,0.47696078431372546
1092,England,452,553,24452,0,0.03075807990442136,0.07821067473882432,0.012698731702560967,0.13311759415417954
1093,Scotland,100,23,744,0,0.05947817182038781,0.014328275754111513,-0.050182433602707084,0.01740095134204531
1094,Northern Ireland,14,0,510,0,0.16666666666666666,0.0868085618085618,-0.29718124999999995,-0.08333333333333333
1095,Wales,62,0,2801,0,0.4573529411764706,0.15466707224859882,0.12004882352941176,0.3691176470588235
1096,England,843,522,22775,0,0.040546291341311415,0.055897330837466376,-0.044419226359695904,0.17163791629914738
1097,Scotland,202,28,572,0,0.08191599220333295,0.008957843220512702,-0.061796675689630674,0.21738389979647774
1098,Northern Ireland,19,0,640,0,0.12698412698412698,0.17239929052429045,0.07983809523809526,0.3941798941798942
1099,Wales,81,0,3065,0,0.24108734402852047,0.16775089023403966,0.10287874888591798,0.5310828877005347
1100,England,737,537,32155,0,-0.008647157809522773,0.07505269932580164,-0.02456262922793041,0.22960854584652968
1101,Scotland,183,29,934,0,-0.2014247829173426,-0.03615134593611939,-0.24044733267810403,-0.08726424117116219
1102,Northern Ireland,14,0,505,0,-0.09259259259259256,0.019675358078135866,-0.1254981481481481,0.5
1103,Wales,79,0,2334,0,-0.043560606060606064,0.014615456224120922,-0.03764325466200466,0.5039335664335665
1104,England,744,642,28742,0,0.1417257963461633,0.06307272166558556,-0.08447385023331508,0.22835383407898616
1105,Scotland,133,25,1504,0,0.016129032258064512,0.0077146670639446175,0.03284166666666666,0.1120967741935484
1106,Northern Ireland,22,0,555,0,0.27777777777777773,0.11035664181497512,0.11445000000000001,0.16666666666666666
1107,Wales,78,0,2563,0,-0.010679271708683435,0.04725679634227428,0.04320163690476192,0.23932072829131656
1108,England,608,619,32288,0,0.06807462426673926,0.05476052668253683,-0.04803117363136537,0.19019837483779503
1109,Scotland,118,28,1316,0,0.14735318444995862,0.031836696539720724,0.018362424317617868,0.1405872622001654
1110,Northern Ireland,24,0,439,0,0.1753246753246753,0.0817915442692228,0.0660107683982684,0.37878787878787873
1111,Wales,64,0,2761,0,0.07211538461538461,0.011888418294668315,-0.10449266826923076,-0.09375
1112,England,746,614,34247,0,0.04336468677145466,0.055328689484462505,-0.04478547596227473,0.2349025393549908
1113,Scotland,114,34,1190,0,-0.0073453428292137935,0.03290225191597096,-0.0408757910906298,0.24507750314201926
1114,Northern Ireland,10,0,787,0,0.07777777777777775,0.04782347282347282,-0.006471111111111094,0.1444444444444444
1115,Wales,65,0,3013,0,0.28708791208791207,0.1292941550223916,-0.05094440247252748,0.29670329670329665
1116,England,544,598,35561,0,0.1477264640283568,0.11589579953698337,0.12260793053468251,0.36473048470902397
1117,Scotland,92,36,1314,0,0.10196229029246107,0.04746660562780559,0.06614038959669889,0.1848588897924761
1118,Northern Ireland,9,0,841,0,-0.3333333333333333,0.1093565867003367,-0.05175416666666668,0.16666666666666666
1119,Wales,69,0,2161,0,-0.1838235294117647,0.09373356775106922,0.046728308823529394,0.3137254901960784
1120,England,325,642,31560,0,0.27801898228034594,0.18540144358243174,0.29733725610847483,0.5338730966003693
1121,Scotland,43,35,1165,0,0.08895405669599217,0.08492105148146771,0.17489667644183773,0.28429455848810686
1122,Northern Ireland,4,0,0,0,-0.16666666666666666,0.028306878306878298,-0.10746111111111112,-0.2777777777777778
1123,Wales,63,0,0,0,0.6115196078431372,0.07748723558236423,0.1575083946078431,0.6813725490196079
1124,England,354,689,31307,0,0.13662934022383783,0.085070196110339,0.06344442151349447,0.25228809799982044
1125,Scotland,64,34,1149,0,0.012826420890937032,0.012486647315290046,-0.09076120583717358,-0.07342549923195085
1126,Northern Ireland,6,0,998,0,-0.27777777777777773,0.0911111111111111,0.12238888888888887,-0.16666666666666666
1127,Wales,62,0,2237,0,0.375,0.051162531565656526,0.023038666666666666,0.6033333333333333
1128,England,378,694,25619,0,0.07507002801120448,0.07533428551571393,-0.017742199545107314,0.21869647583551324
1129,Scotland,79,34,740,0,0.035005402068220406,0.055592835726030465,-0.08292946493800485,0.13654885013119308
1130,Northern Ireland,6,0,0,0,0.05555555555555555,-0.031058201058201104,-0.010594444444444419,0.05555555555555555
1131,Wales,61,0,4142,0,-0.05857142857142855,-0.1189093238936989,-0.15935963095238093,0.1707142857142857
1132,England,497,707,36511,0,0.010352433030298652,0.07538448243300405,-0.09723527559874247,0.08530633617590139
1133,Scotland,74,30,967,0,0.01989247311827956,0.002108369893248919,-0.0690091935483871,-0.03494623655913979
1134,Northern Ireland,9,0,1634,0,-0.25,0.09507283482977923,0.3416819444444444,-0.13888888888888887
1135,Wales,57,0,2273,0,0.4325,0.09918804470991971,-0.04340412499999999,0.024999999999999994
1136,England,812,701,47164,0,0.04390655789512324,0.04563170737930743,-0.03519231431900731,0.24568168671425064
1137,Scotland,118,26,1895,0,-0.01720430107526882,0.03676805895622458,-0.01651632411674348,-0.00154633896569381
1138,Northern Ireland,23,0,1566,0,0.2518518518518518,0.1332335257335257,-0.2771848148148148,0.0814814814814815
1139,Wales,82,0,2510,0,-0.055448717948717946,0.010973335511421427,-0.12385472756410257,0.09903846153846155
1140,England,974,746,43554,0,0.044375354771740774,0.07082685522915755,-0.012485033999866545,0.17071997305133332
1141,Scotland,162,32,2045,0,-0.13279102384291727,0.020556956998908752,-0.14618984218259534,0.010953048821211512
1142,Northern Ireland,18,0,2143,0,0.22649572649572647,0.026531339031339054,-0.18345769230769235,0.08974358974358974
1143,Wales,91,0,2281,0,0.18971224853577795,0.03146991733303742,-0.021103883371530446,-0.0519162210338681
1144,England,744,774,49510,0,0.18679619135294614,0.1027635566653454,0.09248127029828014,0.32576191229120693
